シーズン,試合タイプ,チーム,背番号,選手名,勝利,敗北,セーブ,ホールド,ホールドポイント,登板数,投球回,勝率,防御率,WHIP,失点率,試合あたり失点,被安打率,被本塁打率,奪三振率,与四球率,奪三振/四球比,対戦打者数,被安打,失点,自責点,被本塁打,奪三振,与四球,敬遠,死球,暴投,ボーク,完投,完封,無四球試合,先発数,救援完了,選手ID
2024,Regular Season,楽天イーグルス,28,"Sakai, Tomohito",2,2,0,26.0,28.0,49,46.1,0.5,2.33,1.079,2.525,0.265,6.799,0.0,5.633,2.914,1.933,185,35,13,12,0,29,15,2,2,0,0,0,0,0,0,7,61765134
2024,Climax Series - Final Stage,日ハム,22,"Sugiura, Toshihiro",0,0,0,,,1,1.1,0.0,6.75,0.75,6.75,1.0,6.75,6.75,6.75,0.0,,5,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,61765139
2024,Regular Season,日ハム,22,"Sugiura, Toshihiro",2,0,3,15.0,17.0,40,34.2,1.0,1.56,1.038,2.077,0.2,6.231,0.26,5.971,3.115,1.917,137,24,8,6,1,23,12,0,1,4,0,0,0,0,0,9,61765139
2024,Regular Season,日ハム,46,"Kuroyanagi, Kyosuke",0,0,0,0.0,0.0,5,6.0,0.0,4.5,1.333,4.5,0.6,4.5,1.5,1.5,7.5,0.2,25,3,3,3,1,1,5,0,0,0,0,0,0,0,0,1,61765155
2024,Regular Season,楽天イーグルス,38,"Yuge, Hayato",2,0,0,1.0,3.0,34,33.1,1.0,5.94,1.53,5.94,0.647,11.34,0.27,7.56,2.43,3.111,150,42,22,22,1,28,9,1,1,0,0,0,0,0,0,7,61865138
2024,Regular Season,中日ドラゴンズ,90,"Matsuyama, Shinya",2,3,0,41.0,43.0,59,54.1,0.4,1.33,1.012,1.491,0.153,6.294,0.0,9.442,2.816,3.353,214,38,9,8,0,57,17,5,3,2,0,0,0,0,0,11,61865157
2024,Regular Season,日ハム,29,"Hosono, Haruki",0,0,0,0.0,0.0,2,9.1,0.0,3.86,1.286,3.857,2.0,7.714,0.964,8.679,3.857,2.25,39,8,4,4,1,9,4,0,0,1,0,0,0,0,2,0,61865159
2024,Regular Season,オリックス,66,"Suzuki, Hiroshi",1,1,0,9.0,10.0,32,39.1,0.5,2.97,1.373,3.203,0.438,9.153,0.915,7.322,3.203,2.286,166,40,14,13,4,32,14,2,2,0,0,0,0,0,1,4,61965136
2024,Regular Season,中日ドラゴンズ,17,"Yanagi, Yuya",4,5,0,0.0,0.0,13,67.0,0.444,3.76,1.418,3.896,2.231,10.075,0.672,4.567,2.687,1.7,286,75,29,28,5,34,20,1,0,3,0,0,0,0,13,0,63165134
2024,Regular Season,西武ライオンズ,15,"Yoza, Kaito",1,4,0,0.0,1.0,7,24.1,0.2,4.81,1.356,4.808,1.857,8.137,1.479,4.808,4.068,1.182,106,22,13,13,4,13,11,0,0,0,0,0,0,0,4,1,63165136
2024,Regular Season,西武ライオンズ,69,"Mizukami, Yoshinobu",1,1,0,6.0,7.0,29,29.0,0.5,5.28,1.655,5.586,0.621,10.552,0.31,4.034,4.345,0.929,131,34,18,17,1,13,14,0,1,0,0,0,0,0,0,7,63165153
2024,Regular Season,千葉ロッテ,41,"Keuchel, Dallas",2,4,0,0.0,0.0,8,40.0,0.333,3.6,1.3,4.05,2.25,8.325,0.675,6.525,3.375,1.933,170,37,18,16,3,29,15,0,2,0,0,0,0,0,8,0,63265159
2024,Regular Season,ヤクルトスワローズ,26,"Yamano, Taichi",3,4,0,0.0,0.0,14,50.1,0.429,6.08,1.411,6.795,2.714,10.55,1.43,5.722,2.146,2.667,217,59,38,34,8,32,12,3,2,0,0,0,0,0,10,2,63365153
2024,Climax Series - Final Stage,日ハム,95,"Yanagawa, Taisei",0,0,0,,,2,1.1,0.0,6.75,3.0,6.75,0.5,13.5,0.0,6.75,13.5,0.5,8,2,1,1,0,1,2,0,0,0,0,0,0,0,0,1,63365155
2024,Regular Season,日ハム,95,"Yanagawa, Taisei",1,3,8,1.0,2.0,21,22.0,0.25,4.09,1.182,4.5,0.524,4.5,0.0,8.182,6.136,1.333,93,11,11,10,0,20,15,0,0,2,1,0,0,0,1,10,63365155
2024,Climax Series - Final Stage,ソフトバンク,35,"Moinelo, Livan",1,0,0,,,1,6.0,1.0,3.0,1.5,3.0,2.0,12.0,0.0,6.0,1.5,4.0,27,8,2,2,0,4,1,0,0,0,0,0,0,0,1,0,63965134
2024,Japan Series,ソフトバンク,35,"Moinelo, Livan",1,0,0,,,1,6.2,1.0,4.05,1.35,4.05,3.0,10.8,0.0,8.1,1.35,6.0,29,8,3,3,0,6,1,0,1,0,0,0,0,0,1,0,63965134
2024,Regular Season,ソフトバンク,35,"Moinelo, Livan",11,5,0,0.0,0.0,25,163.0,0.688,1.88,0.945,2.153,1.56,5.908,0.607,8.558,2.595,3.298,636,107,39,34,11,155,47,1,5,3,0,2,0,0,25,0,63965134
2024,Regular Season,西武ライオンズ,13,"Takahashi, Kona",0,11,0,0.0,0.0,15,81.1,0.0,3.87,1.451,4.316,2.6,10.402,0.553,6.75,2.656,2.542,362,94,39,35,5,61,24,0,6,3,1,0,0,0,15,0,71075130
2024,Regular Season,西武ライオンズ,58,"Nakamura, Yuta",0,1,0,0.0,0.0,27,32.0,0.0,3.09,1.188,3.375,0.444,7.313,0.563,4.781,3.375,1.417,134,26,12,11,2,17,12,3,2,2,0,0,0,0,0,9,71075139
2024,Regular Season,西武ライオンズ,71,"Sugai, Shinya",1,2,0,1.0,1.0,8,24.0,0.333,5.25,1.5,5.25,1.75,9.75,1.5,8.25,3.75,2.2,108,26,14,14,4,22,10,0,0,0,0,0,0,0,5,0,71075155
