シーズン,試合タイプ,チーム,背番号,選手名,勝利,敗北,セーブ,ホールド,ホールドポイント,登板数,投球回,勝率,防御率,WHIP,失点率,試合あたり失点,被安打率,被本塁打率,奪三振率,与四球率,奪三振/四球比,対戦打者数,被安打,失点,自責点,被本塁打,奪三振,与四球,敬遠,死球,暴投,ボーク,完投,完封,無四球試合,先発数,救援完了,選手ID
2024,Regular Season,中日ドラゴンズ,54,"Fujishima, Kento",3,3,0,14.0,17.0,50,49.0,0.5,2.2,0.939,2.388,0.26,5.327,0.918,8.449,3.122,2.706,193,29,13,12,5,46,17,0,2,1,0,0,0,0,0,6,21625134
2024,Regular Season,読売巨人,91,"Hotta, Kenshin",3,3,0,0.0,1.0,17,51.1,0.5,2.45,1.091,2.455,0.824,7.539,0.351,5.26,2.279,2.308,200,43,14,14,2,30,13,0,2,0,0,0,0,0,7,4,21625151
2024,Climax Series - Final Stage,日ハム,48,"Saito, Yukiya",0,0,0,,,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,21725138
2024,Climax Series - First Stage,日ハム,48,"Saito, Yukiya",0,0,0,,,1,0.2,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,4,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,21725138
2024,Regular Season,日ハム,48,"Saito, Yukiya",1,1,1,5.0,6.0,25,26.1,0.5,1.71,1.329,2.051,0.24,7.861,0.684,8.544,4.101,2.083,115,23,6,5,2,25,12,0,0,3,0,0,0,0,0,10,21725138
2024,Regular Season,ヤクルトスワローズ,69,"Konno, Ryuta",0,0,0,1.0,1.0,6,6.1,0.0,0.0,1.579,0.0,0.0,9.947,0.0,5.684,4.263,1.333,28,7,0,0,0,4,3,1,0,0,0,0,0,0,0,2,21725139
2024,Regular Season,オリックス,31,"Saiki, Kaito",0,2,0,1.0,1.0,15,23.0,0.0,5.09,1.478,5.478,0.933,10.957,0.783,5.87,2.348,2.5,100,28,14,13,2,15,6,0,0,0,0,0,0,0,2,7,21725157
2024,Regular Season,楽天イーグルス,17,"Koja, Tatsuki",5,8,0,0.0,0.0,15,83.1,0.385,4.32,1.212,4.536,2.8,7.56,1.08,6.264,3.348,1.871,347,70,42,40,10,58,31,1,7,0,0,0,0,0,15,0,21725159
2024,Climax Series - Final Stage,日ハム,18,"Yamasaki, Sachiya",0,1,0,,,1,3.2,0.0,4.91,1.636,7.364,3.0,12.273,0.0,2.455,2.455,1.0,18,5,3,2,0,1,1,0,0,0,0,0,0,0,1,0,21825130
2024,Climax Series - First Stage,日ハム,18,"Yamasaki, Sachiya",1,0,0,,,1,3.0,1.0,0.0,0.667,0.0,0.0,0.0,0.0,3.0,6.0,0.5,11,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,21825130
2024,Regular Season,日ハム,18,"Yamasaki, Sachiya",10,6,0,0.0,0.0,24,147.2,0.625,3.17,1.151,3.474,2.375,8.655,1.036,4.51,1.707,2.643,600,142,57,52,17,74,28,1,4,3,0,2,0,1,24,0,21825130
2024,Regular Season,読売巨人,66,"Heinai, Ryuta",1,2,0,2.0,3.0,31,33.1,0.333,2.16,1.23,2.97,0.355,9.45,1.08,5.94,1.62,3.667,140,35,11,8,4,22,6,1,1,2,0,0,0,0,0,17,21825153
2024,Regular Season,ヤクルトスワローズ,40,"Takanashi, Hirotoshi",1,4,0,0.0,0.0,8,37.0,0.2,4.14,1.405,4.622,2.375,10.703,1.703,9.0,1.946,4.625,158,44,19,17,7,37,8,3,1,2,0,0,0,0,6,0,21925139
2024,Regular Season,楽天イーグルス,19,"Shoji, Kosei",1,4,0,0.0,0.0,7,29.2,0.2,6.98,1.685,7.888,3.714,9.708,1.213,7.888,5.461,1.444,136,32,26,23,4,26,18,0,0,4,0,0,0,0,7,0,21925157
2024,Climax Series - First Stage,千葉ロッテ,60,"Yokoyama, Rikuto",0,0,0,,,2,1.1,0.0,0.0,1.5,6.75,0.5,13.5,0.0,20.25,0.0,,6,2,1,0,0,3,0,0,0,1,0,0,0,0,0,0,23125151
2024,Regular Season,千葉ロッテ,60,"Yokoyama, Rikuto",3,1,3,18.0,21.0,43,42.0,0.75,1.71,0.952,1.714,0.186,5.786,0.214,7.929,2.786,2.846,169,27,8,8,1,37,13,3,5,2,0,0,0,0,1,8,23125151
2024,Regular Season,西武ライオンズ,70,"Mameda, Taishi",0,1,0,0.0,0.0,15,15.2,0.0,6.32,2.106,6.894,0.8,12.638,0.574,6.894,6.319,1.091,78,22,12,11,1,12,11,1,0,2,0,0,0,0,0,5,23125153
2024,Regular Season,ソフトバンク,42,"Miura, Mizuki",0,0,0,0.0,0.0,5,5.0,0.0,0.0,1.4,0.0,0.0,7.2,0.0,7.2,5.4,1.333,22,4,0,0,0,4,3,0,2,0,0,0,0,0,0,5,23125155
2024,Regular Season,横浜DeNA,34,"Matsumoto, Ryoto",0,0,0,1.0,1.0,10,10.2,0.0,5.91,1.5,5.906,0.7,8.438,0.0,2.531,5.063,0.5,50,10,7,7,0,3,6,1,2,0,0,0,0,0,0,2,23125159
2024,Climax Series - Final Stage,読売巨人,49,"Baldonado, Alberto",0,0,0,,,4,3.2,0.0,0.0,1.636,0.0,0.0,9.818,0.0,9.818,4.909,2.0,15,4,0,0,0,4,2,0,0,0,0,0,0,0,0,0,23225157
2024,Regular Season,読売巨人,49,"Baldonado, Alberto",2,3,9,26.0,28.0,58,51.2,0.4,2.44,1.316,2.613,0.259,6.968,0.174,10.974,4.877,2.25,220,40,15,14,1,63,28,1,0,2,0,0,0,0,0,17,23225157
2024,Regular Season,千葉ロッテ,33,"Yagi, Akira",0,0,0,2.0,2.0,9,11.0,0.0,4.09,1.091,4.091,0.556,9.0,0.818,7.364,0.818,9.0,45,11,5,5,1,9,1,0,0,1,0,0,0,0,0,3,23325155
2024,Regular Season,楽天イーグルス,71,"Yoshikawa, Kazuki",0,0,0,0.0,0.0,13,20.0,0.0,5.4,2.0,5.4,0.923,14.4,0.9,7.65,3.6,2.125,97,32,12,12,2,17,8,0,1,0,0,0,0,0,0,6,23525155
2024,Regular Season,楽天イーグルス,31,"Watanabe, Shota",7,2,0,12.0,19.0,49,47.1,0.778,3.04,1.352,3.613,0.388,7.986,0.38,7.796,4.183,1.864,201,42,19,16,2,41,22,4,0,3,0,0,0,0,0,13,23525157
2024,Regular Season,ヤクルトスワローズ,39,"Espada, Jose",0,2,0,5.0,5.0,24,27.0,0.0,5.0,1.519,5.0,0.625,9.0,1.0,5.333,4.667,1.143,118,27,15,15,3,16,14,1,0,1,0,0,0,0,0,7,23525159
2024,Regular Season,中日ドラゴンズ,92,"Martinez, Raidel",2,3,43,7.0,9.0,60,58.0,0.4,1.09,0.81,1.241,0.133,5.431,0.155,9.155,1.862,4.917,217,35,8,7,1,59,12,2,2,0,1,0,0,0,0,51,23925134
2024,Regular Season,日ハム,31,"Murphy, Patrick",1,2,0,13.0,14.0,40,38.2,0.333,3.26,1.19,3.957,0.425,7.216,0.466,6.983,3.491,2.0,158,31,17,14,2,30,15,1,3,1,0,0,0,0,0,9,23925159
2024,Regular Season,西武ライオンズ,61,"Taira, Kaima",3,2,0,9.0,11.0,22,48.2,0.6,1.66,1.336,2.034,0.5,8.137,0.185,7.952,3.884,2.048,208,44,11,9,1,43,21,0,5,1,0,0,0,0,5,2,31035136
2024,Climax Series - First Stage,千葉ロッテ,17,"Sasaki, Roki",1,0,0,,,1,8.0,1.0,0.0,0.875,0.0,0.0,5.625,0.0,10.125,2.25,4.5,28,5,0,0,0,9,2,0,0,0,0,0,0,0,1,0,31035151
2024,Regular Season,千葉ロッテ,17,"Sasaki, Roki",10,5,0,0.0,0.0,18,111.0,0.667,2.35,1.036,2.757,1.889,6.73,0.162,10.459,2.595,4.031,450,83,34,29,2,129,32,1,8,9,0,1,0,1,18,0,31035151
2024,Regular Season,千葉ロッテ,34,"Takano, Shuta",1,1,0,0.0,1.0,6,14.2,0.5,3.68,1.364,3.682,1.0,9.818,0.614,9.818,2.455,4.0,64,16,6,6,1,16,4,0,0,0,0,0,0,0,2,2,31035157
2024,Regular Season,広島カープ,48,"Aduwa, Makoto",6,4,0,0.0,0.0,20,106.1,0.6,3.13,1.232,3.639,2.15,8.633,0.762,5.163,2.455,2.103,452,102,43,37,9,61,29,2,5,0,0,1,1,0,18,0,31135134
2024,Regular Season,千葉ロッテ,24,"Azuma, Yusuke",0,1,0,0.0,0.0,6,7.1,0.0,11.05,2.045,11.045,1.5,15.955,2.455,8.591,2.455,3.5,37,13,9,9,2,7,2,0,1,1,0,0,0,0,0,3,31135138
2024,Regular Season,広島カープ,21,"Nakazaki, Shota",1,1,0,3.0,4.0,24,23.0,0.5,1.96,1.13,1.957,0.208,9.391,0.391,6.261,0.783,8.0,94,24,5,5,1,16,2,0,1,1,0,0,0,0,0,4,31235133
2024,Climax Series - Final Stage,日ハム,26,"Tanaka, Seigi",0,0,0,,,1,1.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,9.0,0.0,,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,31235134
2024,Climax Series - First Stage,日ハム,26,"Tanaka, Seigi",0,0,0,,,1,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,0.0,,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,31235134
2024,Regular Season,日ハム,26,"Tanaka, Seigi",4,4,20,12.0,16.0,53,49.2,0.5,2.17,1.007,2.537,0.264,5.98,0.725,8.517,3.081,2.765,201,33,14,12,4,47,17,2,3,1,0,0,0,0,0,34,31235134
2024,Regular Season,楽天イーグルス,57,"Takinaka, Ryota",4,6,0,0.0,0.0,12,71.1,0.4,4.16,1.234,4.542,3.0,9.336,0.757,3.28,1.766,1.857,292,74,36,33,6,26,14,2,1,1,0,0,0,0,12,0,31235151
2024,Regular Season,広島カープ,30,"Takita, Kazuki",1,0,0,0.0,1.0,1,4.0,1.0,2.25,1.5,2.25,1.0,4.5,0.0,11.25,9.0,1.25,18,2,1,1,0,5,4,0,0,0,0,0,0,0,0,0,31235159
2024,Regular Season,中日ドラゴンズ,16,"Iwasaki, Sho",0,0,0,1.0,1.0,21,20.0,0.0,5.85,1.75,6.3,0.667,10.8,0.0,8.1,4.95,1.636,94,24,14,13,0,18,11,0,0,0,0,0,0,0,0,6,31335116
2024,Regular Season,オリックス,58,"Iguchi, Kazutomo",1,2,0,3.0,4.0,32,32.1,0.333,4.18,1.237,4.175,0.469,8.072,0.0,6.959,3.062,2.273,134,29,15,15,0,25,11,0,2,0,0,0,0,0,0,7,31335132
2024,Regular Season,西武ライオンズ,48,"Imai, Tatsuya",10,8,0,0.0,0.0,25,173.1,0.556,2.34,1.165,2.7,2.08,6.854,0.415,9.71,3.635,2.671,712,132,52,45,8,187,70,2,5,8,0,2,1,0,25,0,31335134
2024,Regular Season,読売巨人,26,"Imamura, Nobutaka",0,0,0,0.0,0.0,7,8.0,0.0,2.25,0.875,2.25,0.286,6.75,0.0,7.875,1.125,7.0,30,6,2,2,0,7,1,0,1,0,0,0,0,0,0,1,31335135
2024,Regular Season,阪神タイガース,13,"Iwazaki, Suguru",4,4,23,17.0,21.0,60,57.1,0.5,2.2,1.099,2.198,0.233,7.535,0.471,7.221,2.355,3.067,231,48,14,14,3,46,15,1,0,1,0,0,0,0,0,32,31335139
2024,Regular Season,広島カープ,17,"Tsunehiro, Hayato",1,0,0,0.0,0.0,2,11.0,1.0,2.45,1.727,2.455,1.5,12.273,0.0,5.727,3.273,1.75,52,15,3,3,0,7,4,0,1,1,0,0,0,0,2,0,31435159
2024,Regular Season,オリックス,14,"Udagawa, Yuki",0,2,0,3.0,3.0,13,11.2,0.0,2.31,1.371,4.629,0.462,3.086,0.0,10.8,9.257,1.167,50,4,6,3,0,14,12,0,0,0,0,0,0,0,0,2,31535153
2024,Regular Season,中日ドラゴンズ,20,"Wakui, Hideaki",3,5,0,0.0,0.0,16,85.0,0.375,3.07,1.2,3.282,1.938,8.365,0.424,4.871,2.435,2.0,349,79,31,29,4,46,23,1,2,3,0,0,0,0,16,0,31635110
2024,Regular Season,ヤクルトスワローズ,16,"Hara, Juri",0,0,0,0.0,0.0,7,10.0,0.0,1.8,0.9,1.8,0.286,5.4,0.9,1.8,2.7,0.667,39,6,2,2,1,2,3,1,0,0,0,0,0,0,0,2,31635132
2024,Regular Season,読売巨人,45,"Hatake, Seishu",0,0,0,0.0,0.0,1,3.0,0.0,3.0,0.333,3.0,1.0,3.0,3.0,9.0,0.0,,10,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,31635134
2024,Regular Season,千葉ロッテ,56,"Nakamori, Shunsuke",1,1,0,0.0,0.0,5,24.0,0.5,2.63,1.25,2.625,1.4,8.625,0.0,4.875,2.625,1.857,103,23,7,7,0,13,7,0,1,0,0,0,0,0,4,0,31635153
2024,Japan Series,ソフトバンク,59,"Hasegawa, Takehiro",0,0,0,,,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,31635155
2024,Regular Season,ソフトバンク,59,"Hasegawa, Takehiro",4,0,0,6.0,10.0,32,25.1,1.0,2.49,1.184,2.487,0.219,7.105,0.355,7.461,3.553,2.1,108,20,7,7,1,21,10,3,0,0,0,0,0,0,0,12,31635155
2024,Regular Season,読売巨人,17,"Nishidate, Yuhi",1,3,1,20.0,21.0,28,30.2,0.25,3.82,1.174,4.109,0.5,6.457,0.587,7.337,4.109,1.786,126,22,14,13,2,25,14,0,0,0,0,0,0,0,1,1,31635159
2024,Regular Season,ヤクルトスワローズ,18,"Okugawa, Yasunobu",3,2,0,0.0,0.0,7,32.2,0.6,2.76,1.163,3.306,1.714,7.99,1.102,3.306,2.48,1.333,136,29,12,10,4,12,9,0,3,1,0,0,0,0,6,0,31735151
2024,Regular Season,西武ライオンズ,45,"Honda, Keisuke",1,4,0,10.0,11.0,31,30.2,0.2,4.11,1.63,4.696,0.516,10.565,0.88,5.283,4.109,1.286,140,36,16,14,3,18,14,3,1,4,0,0,0,0,0,7,31835132
2024,Regular Season,楽天イーグルス,21,"Hayakawa, Takahisa",11,6,0,0.0,0.0,25,170.1,0.647,2.54,1.121,2.853,2.16,8.243,0.528,8.454,1.849,4.571,690,156,54,48,10,160,35,1,3,4,0,2,1,0,25,0,31835153
2024,Climax Series - Final Stage,読売巨人,58,"Funabasama, Hiromasa",0,0,0,,,3,1.0,0.0,0.0,2.0,0.0,0.0,18.0,0.0,0.0,0.0,,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31835157
2024,Regular Season,読売巨人,58,"Funabasama, Hiromasa",4,0,0,22.0,26.0,51,38.0,1.0,2.37,0.947,2.842,0.235,6.632,0.947,5.447,1.895,2.875,150,28,12,10,4,23,8,2,3,0,0,0,0,0,0,6,31835157
2024,Regular Season,広島カープ,43,"Shimauchi, Sotaro",11,6,0,24.0,35.0,58,55.1,0.647,2.77,1.265,3.253,0.345,6.994,0.325,8.62,4.392,1.963,238,43,20,17,2,53,27,2,2,4,0,0,0,0,0,6,31935138
2024,Regular Season,横浜DeNA,18,"Kozono, Kenta",0,1,0,0.0,0.0,1,2.2,0.0,16.88,3.75,16.875,5.0,23.625,0.0,10.125,10.125,1.0,18,7,5,5,0,3,3,0,0,0,0,0,0,0,1,0,31935155
2024,Regular Season,ヤクルトスワローズ,99,"Yajure, Miguel",5,10,0,1.0,1.0,23,129.1,0.333,3.34,1.338,3.479,2.174,9.046,0.557,5.845,2.992,1.953,550,130,50,48,8,84,43,7,5,5,1,1,1,1,22,0,33035159
2024,Regular Season,日ハム,55,"Matsuura, Keito",0,0,0,1.0,1.0,5,4.0,0.0,2.25,2.5,6.75,0.6,9.0,0.0,11.25,13.5,0.833,22,4,3,1,0,5,6,0,0,0,0,0,0,0,0,0,33135155
2024,Regular Season,読売巨人,46,"Mataki, Teppei",0,1,0,0.0,0.0,3,10.1,0.0,6.1,2.032,6.097,2.333,9.581,1.742,6.097,8.71,0.7,51,11,7,7,2,7,10,0,0,0,0,0,0,0,3,0,33135159
2024,Regular Season,オリックス,21,"Yamazaki, Soichiro",0,1,0,0.0,0.0,7,6.2,0.0,1.35,1.5,1.35,0.143,9.45,0.0,2.7,4.05,0.667,28,7,1,1,0,2,3,0,0,0,0,0,0,0,0,3,33335134
2024,Regular Season,オリックス,15,"Mukunoki, Ren",1,1,0,0.0,1.0,10,13.0,0.5,5.54,1.538,5.538,0.8,12.462,0.0,4.846,1.385,3.5,60,18,8,8,0,7,2,0,1,1,0,0,0,0,1,4,33335155
2024,Climax Series - Final Stage,ソフトバンク,63,"Hernandez, Darwinzon",0,0,0,,,3,3.0,0.0,0.0,0.667,0.0,0.0,6.0,0.0,15.0,0.0,,11,2,0,0,0,5,0,0,1,0,0,0,0,0,0,0,33435157
2024,Japan Series,ソフトバンク,63,"Hernandez, Darwinzon",0,0,0,,,3,3.0,0.0,0.0,0.333,0.0,0.0,3.0,0.0,15.0,0.0,,10,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,33435157
2024,Regular Season,ソフトバンク,63,"Hernandez, Darwinzon",3,3,3,21.0,24.0,48,48.0,0.5,2.25,1.0,2.438,0.271,6.375,0.375,13.5,2.625,5.143,194,34,13,12,2,72,14,1,6,1,0,0,0,0,0,14,33435157
2024,Climax Series - Final Stage,横浜DeNA,24,"Yoshino, Teruki",0,0,0,,,1,3.0,0.0,3.0,2.333,3.0,1.0,12.0,3.0,9.0,9.0,1.0,14,4,1,1,1,3,3,2,0,0,0,0,0,0,1,0,33535157
2024,Regular Season,横浜DeNA,24,"Yoshino, Teruki",3,2,0,0.0,0.0,7,31.1,0.6,4.31,1.436,4.309,2.143,9.766,1.436,8.33,3.16,2.636,137,34,15,15,5,29,11,0,1,1,0,0,0,0,7,0,33535157
2024,Climax Series - Final Stage,日ハム,45,"VerHagen, Drew",0,0,0,,,1,2.0,0.0,0.0,0.5,0.0,0.0,4.5,0.0,9.0,0.0,,7,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,33735151
2024,Regular Season,日ハム,45,"VerHagen, Drew",2,2,0,0.0,0.0,9,49.0,0.5,3.12,1.102,3.673,2.222,8.082,0.918,7.531,1.837,4.1,199,44,20,17,5,41,10,0,2,2,0,0,0,0,9,0,33735151
2024,Regular Season,ヤクルトスワローズ,54,"Sneed, Cy",2,8,0,0.0,0.0,24,120.0,0.2,5.03,1.492,5.175,2.875,11.1,1.2,6.675,2.325,2.871,536,148,69,67,16,89,31,1,5,3,0,1,1,1,23,0,33735153
2024,Regular Season,阪神タイガース,0,"Guerra, Javy",1,4,14,31.0,32.0,59,58.0,0.2,1.55,1.0,1.552,0.169,7.293,0.466,7.448,1.707,4.364,226,47,10,10,3,48,11,1,0,2,2,0,0,0,0,21,33735159
2024,Regular Season,千葉ロッテ,42,"Mercedes, Cristopher Crisostomo",4,8,0,0.0,0.0,21,126.1,0.333,2.71,1.037,3.206,2.143,6.91,0.855,6.483,2.422,2.676,502,97,45,38,12,91,34,0,2,0,0,0,0,0,21,0,33935134
2024,Regular Season,オリックス,29,"Tajima, Daiki",6,8,0,0.0,0.0,21,117.1,0.429,3.68,1.321,3.912,2.429,9.281,0.767,6.673,2.608,2.559,501,121,51,48,10,87,34,0,2,4,0,0,0,0,21,0,41045136
2024,Climax Series - Final Stage,読売巨人,20,"Togo, Shosei",0,1,0,,,2,11.0,0.0,3.27,1.182,3.273,2.0,9.818,0.818,4.909,0.818,6.0,46,12,4,4,1,6,1,0,0,0,0,0,0,0,2,0,41045138
2024,Regular Season,読売巨人,20,"Togo, Shosei",12,8,0,0.0,0.0,26,180.0,0.6,1.95,0.961,1.95,1.5,6.45,0.6,7.8,2.2,3.545,703,129,39,39,12,156,44,3,7,3,0,4,3,1,26,0,41045138
2024,Regular Season,広島カープ,22,"Taka, Taichi",0,0,0,1.0,1.0,1,2.0,0.0,0.0,1.0,0.0,0.0,4.5,0.0,9.0,4.5,2.0,8,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,41045159
2024,Regular Season,千葉ロッテ,12,"Ishikawa, Ayumu",3,1,0,0.0,0.0,5,24.1,0.75,3.7,1.479,3.699,2.0,11.096,0.74,4.068,2.219,1.833,105,30,10,10,2,11,6,0,1,0,0,0,0,0,5,0,41145139
2024,Climax Series - Final Stage,横浜DeNA,13,"Ise, Hiromu",1,0,1,,,4,5.0,1.0,0.0,0.8,0.0,0.0,5.4,0.0,9.0,1.8,5.0,19,3,0,0,0,5,1,1,0,0,0,0,0,0,0,2,41145151
2024,Climax Series - First Stage,横浜DeNA,13,"Ise, Hiromu",0,0,0,,,1,1.0,0.0,0.0,2.0,0.0,0.0,9.0,0.0,18.0,9.0,2.0,5,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,41145151
2024,Japan Series,横浜DeNA,13,"Ise, Hiromu",0,0,0,,,4,4.0,0.0,0.0,0.5,0.0,0.0,2.25,0.0,6.75,2.25,3.0,14,1,0,0,0,3,1,0,0,0,0,0,0,0,0,1,41145151
2024,Regular Season,横浜DeNA,13,"Ise, Hiromu",2,3,0,18.0,20.0,37,32.1,0.4,3.62,1.021,3.619,0.351,7.794,1.392,7.794,1.392,5.6,129,28,13,13,5,28,5,0,2,1,0,0,0,0,0,7,41145151
2024,Climax Series - First Stage,阪神タイガース,69,"Ishii, Daichi",0,0,0,,,2,1.2,0.0,0.0,1.2,0.0,0.0,10.8,0.0,5.4,0.0,,7,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,41145153
2024,Regular Season,阪神タイガース,69,"Ishii, Daichi",4,1,1,30.0,34.0,56,48.2,0.8,1.48,0.986,2.219,0.214,6.288,0.0,10.726,2.589,4.143,189,34,12,8,0,58,14,4,0,5,0,0,0,0,0,10,41145153
2024,Regular Season,ヤクルトスワローズ,35,"Ishihara, Yuki",0,0,0,0.0,0.0,1,1.0,0.0,9.0,1.0,9.0,1.0,9.0,0.0,0.0,0.0,,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,41145159
2024,Regular Season,横浜DeNA,17,"Mishima, Kazuki",1,1,0,0.0,1.0,7,7.0,0.5,5.14,1.714,5.143,0.571,7.714,1.286,9.0,7.714,1.167,33,6,4,4,1,7,6,0,0,0,0,0,0,0,0,2,41245137
2024,Climax Series - Final Stage,日ハム,13,"Nabatame, Tsubasa",0,0,0,,,2,2.2,0.0,0.0,1.125,0.0,0.0,10.125,0.0,13.5,0.0,,11,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,41245138
2024,Regular Season,日ハム,13,"Nabatame, Tsubasa",1,1,1,9.0,10.0,43,41.2,0.5,3.89,1.368,3.888,0.419,10.368,0.216,7.344,1.944,3.778,172,48,18,18,1,34,9,1,1,1,0,0,0,0,0,15,41245138
2024,Regular Season,広島カープ,65,"Tamamura, Shogo",4,5,0,0.0,0.0,15,76.0,0.444,2.96,1.158,3.789,2.133,9.118,0.355,6.868,1.303,5.273,311,77,32,25,3,58,11,0,2,1,0,2,0,1,12,2,41245151
2024,Regular Season,中日ドラゴンズ,31,"Nakachi, Reia",0,0,0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,41245157
2024,Regular Season,日ハム,20,"Uehara, Kenta",0,5,0,0.0,0.0,7,25.1,0.0,9.24,2.092,9.237,3.714,14.211,0.711,4.618,4.618,1.0,126,40,26,26,2,13,13,1,1,0,0,0,0,0,5,0,41345132
2024,Regular Season,阪神タイガース,49,"Ohtake, Koutaro",11,7,0,0.0,0.0,24,144.2,0.611,2.8,1.154,2.924,1.958,8.336,0.498,5.661,2.053,2.758,587,134,47,45,8,91,33,1,1,1,0,0,0,0,24,0,41345136
2024,Climax Series - Final Stage,日ハム,25,"Miyanishi, Naoki",0,0,0,,,2,1.1,0.0,6.75,0.75,6.75,0.5,6.75,6.75,6.75,0.0,,5,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,41445116
2024,Climax Series - First Stage,日ハム,25,"Miyanishi, Naoki",0,0,1,,,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,41445116
2024,Regular Season,日ハム,25,"Miyanishi, Naoki",0,1,0,19.0,19.0,30,25.2,0.0,2.1,1.091,3.506,0.333,6.312,0.701,8.416,3.506,2.4,105,18,10,6,2,24,10,2,0,2,0,0,0,0,0,2,41445116
2024,Regular Season,読売巨人,36,"Baba, Kosuke",0,0,0,0.0,0.0,1,0.2,0.0,0.0,1.5,0.0,0.0,13.5,0.0,13.5,0.0,,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,41445136
2024,Climax Series - Final Stage,日ハム,14,"Katoh, Takayuki",0,1,0,,,1,1.2,0.0,21.6,2.4,21.6,4.0,21.6,5.4,0.0,0.0,,9,4,4,4,1,0,0,0,0,0,0,0,0,0,1,0,41545132
2024,Climax Series - First Stage,日ハム,14,"Katoh, Takayuki",0,1,0,,,1,6.1,0.0,2.84,1.263,2.842,2.0,11.368,2.842,5.684,0.0,,24,8,2,2,2,4,0,0,0,0,0,0,0,0,1,0,41545132
2024,Regular Season,日ハム,14,"Katoh, Takayuki",10,9,0,0.0,0.0,27,166.2,0.526,2.7,1.146,2.97,2.037,9.396,0.81,5.562,0.918,6.059,672,174,55,50,15,103,17,0,1,2,0,3,2,2,27,0,41545132
2024,Regular Season,ヤクルトスワローズ,44,"Ohnishi, Hiroki",9,1,1,23.0,32.0,60,60.1,0.9,1.34,1.077,1.79,0.2,7.906,0.448,4.624,1.79,2.583,235,53,12,9,3,31,12,3,2,2,0,0,0,0,0,8,41545151
2024,Regular Season,広島カープ,12,"Ohmichi, Haruki",0,0,0,0.0,0.0,4,4.1,0.0,10.38,2.077,10.385,1.25,18.692,6.231,4.154,0.0,,22,9,5,5,3,2,0,0,0,0,0,0,0,0,0,2,41545153
2024,Japan Series,ソフトバンク,68,"Kimura, Hikaru",0,0,0,,,2,1.1,0.0,0.0,1.5,0.0,0.0,13.5,0.0,6.75,0.0,,6,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,41545157
2024,Regular Season,ソフトバンク,68,"Kimura, Hikaru",0,0,0,1.0,1.0,5,6.0,0.0,1.5,1.0,1.5,0.2,7.5,0.0,12.0,1.5,8.0,24,5,1,1,0,8,1,0,0,0,0,0,0,0,0,0,41545157
2024,Regular Season,中日ドラゴンズ,34,"Fuku, Hiroto",0,0,0,0.0,0.0,13,11.2,0.0,1.54,1.029,1.543,0.154,3.086,0.0,5.4,6.171,0.875,46,4,2,2,0,7,8,0,0,0,0,0,0,0,0,4,41645132
2024,Regular Season,オリックス,43,"Mae, Yuito",0,0,0,0.0,0.0,4,5.0,0.0,7.2,2.0,9.0,1.25,14.4,1.8,9.0,3.6,2.5,25,8,5,4,1,5,2,0,0,0,0,0,0,0,0,2,41645151
2024,Regular Season,日ハム,59,"Nemoto, Haruka",0,0,0,0.0,0.0,2,4.1,0.0,14.54,3.231,16.615,4.0,14.538,0.0,8.308,14.538,0.571,29,7,8,7,0,4,7,0,1,1,0,0,0,0,2,0,41645153
2024,Regular Season,千葉ロッテ,30,"Hirohata, Atsuya",0,0,1,2.0,2.0,8,11.1,0.0,3.18,1.147,3.971,0.625,10.324,0.0,7.147,0.0,,47,13,5,4,0,9,0,0,0,2,0,0,0,0,0,4,41645155
